waste_type,sub_type,weight_kg,distance_km,condition,month,day_of_week,county,collection_point,market_tier,tier_score,tier_multiplier,price_per_kg
rubber,tyres,17.91,2.05,mixed,6,2,Eldoret,household,semi_formal,0.4545,0.8909,10.2
plastic,PVC,29.18,26.59,contaminated,10,0,Nakuru,commercial,informal,0.0,0.62,3.07
paper,mixed_paper,6.48,0.26,mixed,11,0,Eldoret,household,semi_formal,0.4545,0.8364,4.1
glass,colored_glass,18.21,0.2,contaminated,2,3,Nairobi,household,informal,0.0,0.55,0.77
metal,copper,10.91,28.31,clean,12,2,Kajiado,household,formal,1.0,1.0,239.2
metal,steel_heavy,9.1,10.05,contaminated,6,3,Machakos,commercial,informal,0.0,0.9,23.1
plastic,PET,6.78,2.21,contaminated,6,6,Mombasa,commercial,informal,0.0,0.62,6.28
e_waste,batteries,26.57,4.94,mixed,8,0,Eldoret,household,semi_formal,0.4545,0.9727,28.59
metal,aluminum,44.7,2.05,mixed,6,6,Kisumu,commercial,semi_formal,0.4545,0.9455,19.85
paper,mixed_paper,9.14,2.23,clean,9,1,Mombasa,household,formal,1.0,1.0,5.76
paper,cardboard,24.03,5.93,clean,9,4,Kajiado,commercial,formal,1.0,1.0,8.15
plastic,PP,37.56,1.69,clean,5,6,Machakos,household,formal,1.0,1.0,7.24
plastic,PP,18.86,4.26,mixed,8,0,Mombasa,industrial,semi_formal,0.4545,0.7927,10.83
plastic,PP,43.26,0.83,mixed,6,5,Nairobi,commercial,semi_formal,0.4545,0.7927,8.24
plastic,PVC,38.24,4.46,mixed,5,0,Nairobi,commercial,semi_formal,0.4545,0.7927,7.09
plastic,HDPE,3.03,1.13,mixed,9,3,Nairobi,commercial,semi_formal,0.4545,0.7927,10.59
paper,mixed_paper,43.47,17.76,mixed,9,4,Nairobi,commercial,semi_formal,0.4545,0.8364,4.64
metal,copper,18.53,12.94,contaminated,7,5,Mombasa,industrial,informal,0.0,0.9,311.11
paper,cardboard,18.45,1.82,mixed,10,0,Kisumu,industrial,semi_formal,0.4545,0.8364,5.68
textile,clothes,23.48,8.94,clean,9,6,Mombasa,commercial,formal,1.0,1.0,6.78
textile,clothes,7.43,5.45,mixed,4,4,Mombasa,commercial,semi_formal,0.4545,0.8909,6.0
metal,steel_heavy,22.28,25.04,mixed,5,2,Mombasa,commercial,semi_formal,0.4545,0.9455,23.47
plastic,LDPE,11.76,21.96,mixed,8,6,Kiambu,household,semi_formal,0.4545,0.7927,3.79
paper,mixed_paper,16.49,4.12,clean,8,3,Nairobi,dump_site,formal,1.0,1.0,6.44
plastic,PP,9.06,8.08,clean,8,3,Nairobi,household,formal,1.0,1.0,10.67
paper,office_paper,26.68,6.68,clean,4,5,Kiambu,household,formal,1.0,1.0,6.62
glass,mixed_glass,17.22,1.58,clean,9,6,Kiambu,household,formal,1.0,1.0,2.66
plastic,HDPE,18.35,9.63,clean,4,2,Eldoret,household,formal,1.0,1.0,10.47
plastic,LDPE,14.96,3.16,clean,3,5,Nairobi,commercial,formal,1.0,1.0,11.89
paper,newspaper,24.55,28.92,mixed,5,4,Nairobi,commercial,semi_formal,0.4545,0.8364,3.72
plastic,PVC,75.11,4.58,clean,6,5,Kiambu,household,formal,1.0,1.0,6.82
plastic,mixed_plastic,38.53,13.33,clean,11,3,Kajiado,household,formal,1.0,1.0,6.27
metal,steel_light,12.2,13.81,mixed,4,3,Nairobi,dump_site,semi_formal,0.4545,0.9455,10.88
glass,colored_glass,79.3,1.08,mixed,11,3,Nairobi,industrial,semi_formal,0.4545,0.7545,1.64
e_waste,computers,9.6,29.46,clean,5,1,Kisumu,commercial,formal,1.0,1.0,42.83
metal,brass,29.43,3.91,mixed,12,4,Nairobi,commercial,semi_formal,0.4545,0.9455,194.52
paper,newspaper,6.36,9.27,mixed,9,3,Nairobi,industrial,semi_formal,0.4545,0.8364,5.96
textile,clothes,35.66,1.94,clean,5,0,Eldoret,industrial,formal,1.0,1.0,5.47
rubber,mixed_rubber,65.84,1.17,mixed,9,4,Nairobi,commercial,semi_formal,0.4545,0.8909,8.71
plastic,mixed_plastic,18.44,5.29,mixed,12,2,Nakuru,commercial,semi_formal,0.4545,0.7927,5.22
metal,tin,19.01,11.19,mixed,10,3,Nairobi,household,semi_formal,0.4545,0.9455,15.01
metal,aluminum,29.51,1.02,clean,8,4,Machakos,industrial,formal,1.0,1.0,24.56
metal,copper,69.62,17.21,clean,10,3,Nairobi,industrial,formal,1.0,1.0,307.9
paper,cardboard,64.05,14.56,clean,12,5,Nairobi,commercial,formal,1.0,1.0,8.96
metal,aluminum,20.9,6.69,clean,7,1,Mombasa,industrial,formal,1.0,1.0,27.09
e_waste,computers,5.98,10.63,clean,5,2,Kisumu,commercial,formal,1.0,1.0,62.67
plastic,LDPE,23.81,18.18,clean,7,3,Eldoret,household,formal,1.0,1.0,5.4
paper,mixed_paper,22.64,5.1,clean,4,0,Nairobi,commercial,formal,1.0,1.0,6.25
paper,newspaper,10.69,2.54,clean,10,0,Kiambu,household,formal,1.0,1.0,6.18
organic,food_waste,25.03,1.46,clean,7,1,Kisumu,commercial,formal,1.0,1.0,8.88
plastic,HDPE,9.42,8.52,mixed,11,5,Nairobi,household,semi_formal,0.4545,0.7927,8.22
plastic,HDPE,17.89,8.81,clean,12,2,Nairobi,household,formal,1.0,1.0,13.98
organic,food_waste,6.12,13.62,clean,12,4,Mombasa,household,formal,1.0,1.0,7.24
paper,newspaper,7.66,6.49,clean,3,1,Nakuru,household,formal,1.0,1.0,5.58
glass,colored_glass,2.45,7.07,clean,10,4,Nairobi,industrial,formal,1.0,1.0,2.75
paper,newspaper,7.64,2.89,mixed,11,4,Nairobi,household,semi_formal,0.4545,0.8364,4.84
paper,cardboard,24.74,0.46,contaminated,6,4,Mombasa,industrial,informal,0.0,0.7,4.87
paper,cardboard,49.5,6.33,mixed,1,6,Nairobi,dump_site,semi_formal,0.4545,0.8364,4.01
e_waste,computers,42.79,3.87,clean,7,5,Kisumu,commercial,formal,1.0,1.0,63.02
plastic,HDPE,3.12,2.12,contaminated,4,2,Nakuru,household,informal,0.0,0.62,5.14
paper,office_paper,62.68,0.6,clean,3,6,Kisumu,industrial,formal,1.0,1.0,7.72
e_waste,cables,0.68,76.94,mixed,5,6,Kisumu,household,semi_formal,0.4545,0.9727,32.19
plastic,PET,59.88,0.76,mixed,10,1,Mombasa,household,semi_formal,0.4545,0.7927,8.07
plastic,PP,51.14,20.04,clean,1,1,Machakos,dump_site,formal,1.0,1.0,9.12
paper,cardboard,41.86,3.67,mixed,10,4,Eldoret,household,semi_formal,0.4545,0.8364,3.67
metal,steel,20.56,12.25,clean,3,6,Nairobi,commercial,formal,1.0,1.0,29.37
textile,clothes,7.58,10.95,clean,2,2,Nakuru,industrial,formal,1.0,1.0,10.84
metal,brass,25.4,3.32,mixed,10,2,Nairobi,household,semi_formal,0.4545,0.9455,189.7
paper,mixed_paper,45.23,4.85,clean,6,5,Kiambu,commercial,formal,1.0,1.0,7.79
glass,colored_glass,36.55,1.94,mixed,8,4,Mombasa,commercial,semi_formal,0.4545,0.7545,1.66
metal,brass,12.06,20.26,clean,5,0,Mombasa,household,formal,1.0,1.0,192.49
metal,steel,5.12,6.07,mixed,12,5,Nairobi,household,semi_formal,0.4545,0.9455,19.72
textile,clothes,26.64,4.87,mixed,11,6,Nakuru,household,semi_formal,0.4545,0.8909,4.33
plastic,HDPE,41.26,10.25,mixed,9,3,Nairobi,commercial,semi_formal,0.4545,0.7927,9.82
metal,copper,14.18,4.76,clean,1,0,Nairobi,dump_site,formal,1.0,1.0,379.21
textile,industrial_textile,33.29,29.59,mixed,12,4,Kisumu,commercial,semi_formal,0.4545,0.8909,4.08
metal,tin,12.39,9.48,clean,12,1,Mombasa,commercial,formal,1.0,1.0,20.22
plastic,mixed_plastic,35.95,6.39,mixed,4,1,Mombasa,household,semi_formal,0.4545,0.7927,5.09
textile,industrial_textile,24.82,3.99,contaminated,5,4,Nairobi,commercial,informal,0.0,0.8,3.62
plastic,mixed_plastic,27.4,5.01,clean,7,4,Nakuru,dump_site,formal,1.0,1.0,5.99
metal,steel_heavy,18.81,13.25,mixed,8,0,Kiambu,household,semi_formal,0.4545,0.9455,30.12
metal,aluminum,12.03,13.35,mixed,2,1,Mombasa,dump_site,semi_formal,0.4545,0.9455,13.62
e_waste,batteries,35.2,0.4,contaminated,10,5,Kisumu,household,informal,0.0,0.95,24.48
paper,cardboard,13.14,21.79,clean,2,6,Eldoret,commercial,formal,1.0,1.0,6.4
paper,office_paper,30.7,2.16,clean,11,6,Kiambu,industrial,formal,1.0,1.0,7.57
metal,copper,55.81,3.81,contaminated,2,1,Eldoret,commercial,informal,0.0,0.9,214.06
rubber,mixed_rubber,24.9,1.49,mixed,2,0,Nakuru,household,semi_formal,0.4545,0.8909,5.2
plastic,HDPE,11.34,2.37,mixed,6,0,Nakuru,commercial,semi_formal,0.4545,0.7927,8.72
plastic,HDPE,11.48,55.23,clean,8,0,Mombasa,household,formal,1.0,1.0,11.14
plastic,HDPE,4.85,8.61,mixed,1,1,Nairobi,household,semi_formal,0.4545,0.7927,9.95
e_waste,batteries,6.79,26.17,clean,5,3,Kiambu,household,formal,1.0,1.0,41.59
plastic,mixed_plastic,9.23,5.53,contaminated,6,1,Kiambu,dump_site,informal,0.0,0.62,3.67
plastic,LDPE,5.79,18.4,mixed,3,1,Nakuru,industrial,semi_formal,0.4545,0.7927,5.32
organic,garden_waste,20.93,11.21,clean,7,0,Mombasa,household,formal,1.0,1.0,4.54
plastic,PET,14.62,21.44,mixed,10,1,Nairobi,household,semi_formal,0.4545,0.7927,7.09
rubber,mixed_rubber,22.48,6.78,clean,5,1,Nairobi,commercial,formal,1.0,1.0,9.62
metal,tin,7.63,11.57,mixed,5,4,Mombasa,household,semi_formal,0.4545,0.9455,11.75
plastic,PP,53.28,3.97,clean,8,4,Mombasa,household,formal,1.0,1.0,11.31
metal,aluminum,9.57,16.77,clean,9,6,Kajiado,industrial,formal,1.0,1.0,29.26
paper,office_paper,37.38,16.89,mixed,3,3,Nairobi,commercial,semi_formal,0.4545,0.8364,6.72
metal,steel_light,22.83,17.37,mixed,1,2,Machakos,household,semi_formal,0.4545,0.9455,14.21
paper,mixed_paper,91.16,3.78,clean,11,6,Nairobi,commercial,formal,1.0,1.0,5.49
e_waste,computers,26.89,2.66,clean,12,2,Eldoret,commercial,formal,1.0,1.0,59.99
textile,industrial_textile,31.98,0.21,clean,5,5,Kisumu,commercial,formal,1.0,1.0,5.34
e_waste,phones,19.3,2.68,contaminated,1,4,Nairobi,commercial,informal,0.0,0.95,83.26
metal,steel_heavy,10.85,22.5,clean,4,1,Nairobi,household,formal,1.0,1.0,24.79
e_waste,mixed_ewaste,4.75,47.21,mixed,10,5,Kajiado,household,semi_formal,0.4545,0.9727,37.98
metal,tin,12.01,11.68,mixed,2,5,Nairobi,commercial,semi_formal,0.4545,0.9455,18.97
paper,newspaper,49.35,1.55,clean,6,0,Kajiado,commercial,formal,1.0,1.0,5.77
glass,colored_glass,33.71,11.61,clean,9,4,Nairobi,dump_site,formal,1.0,1.0,1.97
organic,food_waste,50.89,0.39,clean,5,1,Machakos,commercial,formal,1.0,1.0,5.34
plastic,PVC,9.49,6.75,mixed,7,5,Mombasa,commercial,semi_formal,0.4545,0.7927,6.64
plastic,PP,31.85,9.13,clean,5,6,Kiambu,commercial,formal,1.0,1.0,10.12
plastic,PP,11.72,21.18,mixed,10,4,Nairobi,commercial,semi_formal,0.4545,0.7927,9.59
organic,food_waste,44.28,0.2,mixed,7,2,Eldoret,dump_site,semi_formal,0.4545,0.9182,4.54
organic,food_waste,4.12,17.69,clean,7,1,Nakuru,household,formal,1.0,1.0,7.42
paper,mixed_paper,14.86,6.87,contaminated,2,1,Kisumu,household,informal,0.0,0.7,3.09
e_waste,mixed_ewaste,59.25,18.8,clean,12,1,Nairobi,industrial,formal,1.0,1.0,56.58
metal,brass,10.45,7.74,contaminated,12,2,Nakuru,household,informal,0.0,0.9,137.89
organic,food_waste,10.47,9.95,clean,4,3,Nairobi,commercial,formal,1.0,1.0,7.41
metal,copper,47.05,6.89,clean,12,5,Mombasa,industrial,formal,1.0,1.0,350.11
textile,industrial_textile,65.02,17.4,mixed,11,5,Kiambu,household,semi_formal,0.4545,0.8909,3.29
organic,garden_waste,29.29,12.94,clean,12,2,Machakos,commercial,formal,1.0,1.0,5.67
rubber,mixed_rubber,64.74,26.07,clean,1,2,Machakos,household,formal,1.0,1.0,6.87
metal,steel,80.86,4.76,mixed,5,4,Mombasa,household,semi_formal,0.4545,0.9455,17.22
rubber,tyres,8.24,7.39,mixed,12,3,Kisumu,commercial,semi_formal,0.4545,0.8909,9.52
paper,mixed_paper,18.22,19.51,contaminated,5,6,Kajiado,commercial,informal,0.0,0.7,3.26
e_waste,cables,18.86,2.11,clean,4,1,Kisumu,dump_site,formal,1.0,1.0,49.31
plastic,LDPE,42.79,6.46,mixed,8,4,Kiambu,household,semi_formal,0.4545,0.7927,5.25
metal,steel_heavy,10.29,2.46,clean,9,0,Kisumu,household,formal,1.0,1.0,30.98
metal,steel,25.05,2.99,mixed,3,2,Nakuru,household,semi_formal,0.4545,0.9455,18.13
plastic,LDPE,8.74,53.71,contaminated,6,3,Nairobi,industrial,informal,0.0,0.62,3.74
plastic,LDPE,72.86,9.32,clean,1,2,Mombasa,dump_site,formal,1.0,1.0,5.14
plastic,PET,20.55,27.33,clean,12,4,Mombasa,household,formal,1.0,1.0,10.99
textile,industrial_textile,13.9,18.47,mixed,8,4,Kisumu,industrial,semi_formal,0.4545,0.8909,6.51
paper,cardboard,40.33,10.57,clean,8,2,Eldoret,household,formal,1.0,1.0,5.38
plastic,PP,25.3,3.28,mixed,7,0,Nairobi,household,semi_formal,0.4545,0.7927,8.68
glass,mixed_glass,49.79,0.89,contaminated,12,3,Nairobi,industrial,informal,0.0,0.55,1.73
plastic,PP,50.17,12.98,clean,6,2,Nakuru,household,formal,1.0,1.0,6.99
plastic,PP,22.48,1.0,clean,4,3,Kajiado,commercial,formal,1.0,1.0,8.77
rubber,mixed_rubber,7.74,4.26,mixed,6,3,Nairobi,household,semi_formal,0.4545,0.8909,7.85
plastic,mixed_plastic,5.94,16.78,mixed,10,1,Nairobi,dump_site,semi_formal,0.4545,0.7927,4.24
plastic,PVC,29.32,4.59,clean,11,6,Nakuru,commercial,formal,1.0,1.0,7.62
metal,copper,40.14,12.21,mixed,11,4,Mombasa,household,semi_formal,0.4545,0.9455,249.16
e_waste,batteries,12.45,25.25,contaminated,4,5,Nairobi,dump_site,informal,0.0,0.95,25.19
metal,brass,21.75,11.37,clean,7,6,Machakos,household,formal,1.0,1.0,189.59
metal,brass,37.24,3.5,clean,5,4,Kajiado,dump_site,formal,1.0,1.0,161.75
metal,steel_light,37.8,2.07,clean,11,0,Kisumu,household,formal,1.0,1.0,11.94
paper,mixed_paper,15.46,2.23,clean,9,4,Nairobi,household,formal,1.0,1.0,6.71
metal,tin,15.88,64.29,mixed,11,3,Nairobi,dump_site,semi_formal,0.4545,0.9455,9.22
paper,cardboard,77.83,2.67,clean,5,6,Nairobi,industrial,formal,1.0,1.0,9.57
metal,copper,38.03,23.32,clean,3,6,Nairobi,dump_site,formal,1.0,1.0,276.58
e_waste,cables,73.66,9.95,clean,10,3,Kisumu,commercial,formal,1.0,1.0,47.65
plastic,mixed_plastic,12.35,7.6,mixed,10,0,Kiambu,household,semi_formal,0.4545,0.7927,5.14
organic,garden_waste,37.64,8.24,clean,2,2,Kiambu,commercial,formal,1.0,1.0,6.19
e_waste,batteries,62.82,2.37,clean,2,0,Nairobi,commercial,formal,1.0,1.0,37.57
metal,steel,22.99,10.42,clean,4,2,Nairobi,commercial,formal,1.0,1.0,26.94
textile,industrial_textile,32.7,22.66,mixed,4,4,Mombasa,dump_site,semi_formal,0.4545,0.8909,3.02
plastic,LDPE,56.96,11.84,mixed,11,3,Nairobi,industrial,semi_formal,0.4545,0.7927,4.98
paper,mixed_paper,23.42,23.49,clean,10,1,Eldoret,commercial,formal,1.0,1.0,4.64
metal,aluminum,17.38,8.48,clean,6,1,Mombasa,industrial,formal,1.0,1.0,26.37
paper,mixed_paper,86.87,2.52,clean,5,1,Kajiado,household,formal,1.0,1.0,5.53
plastic,PET,33.73,7.46,clean,12,0,Kisumu,commercial,formal,1.0,1.0,12.78
organic,garden_waste,20.1,3.66,clean,3,1,Machakos,household,formal,1.0,1.0,5.85
metal,steel_light,21.99,5.88,clean,12,6,Nairobi,commercial,formal,1.0,1.0,17.28
plastic,PET,8.36,1.28,mixed,12,5,Kiambu,dump_site,semi_formal,0.4545,0.7927,7.09
organic,food_waste,54.57,23.17,clean,5,5,Mombasa,commercial,formal,1.0,1.0,5.56
paper,newspaper,33.92,0.77,contaminated,4,4,Mombasa,household,informal,0.0,0.7,3.22
plastic,PET,23.87,3.97,contaminated,6,0,Nakuru,industrial,informal,0.0,0.62,6.78
paper,newspaper,56.57,5.93,clean,8,5,Mombasa,industrial,formal,1.0,1.0,6.89
e_waste,mixed_ewaste,25.44,26.54,mixed,8,4,Nairobi,commercial,semi_formal,0.4545,0.9727,43.84
paper,office_paper,31.74,8.63,clean,1,3,Nairobi,commercial,formal,1.0,1.0,8.94
plastic,PET,15.58,15.3,clean,12,6,Kisumu,household,formal,1.0,1.0,10.53
e_waste,batteries,2.39,6.46,clean,3,0,Nairobi,household,formal,1.0,1.0,43.96
plastic,LDPE,19.1,2.95,clean,3,2,Kiambu,household,formal,1.0,1.0,7.87
plastic,PVC,30.46,13.76,clean,3,4,Nairobi,household,formal,1.0,1.0,7.09
paper,newspaper,28.94,13.36,clean,9,1,Nairobi,commercial,formal,1.0,1.0,6.89
plastic,PVC,22.81,35.78,clean,7,0,Mombasa,dump_site,formal,1.0,1.0,7.36
metal,steel_light,4.92,6.28,clean,7,2,Mombasa,industrial,formal,1.0,1.0,25.16
e_waste,cables,51.1,11.89,contaminated,5,4,Eldoret,household,informal,0.0,0.95,26.7
metal,brass,42.83,4.81,clean,11,3,Kiambu,commercial,formal,1.0,1.0,224.05
organic,food_waste,15.09,7.38,clean,5,6,Nakuru,household,formal,1.0,1.0,5.17
metal,steel_light,8.61,45.9,mixed,9,5,Kiambu,commercial,semi_formal,0.4545,0.9455,16.46
plastic,PVC,34.63,19.78,mixed,6,5,Nairobi,household,semi_formal,0.4545,0.7927,6.44
plastic,mixed_plastic,20.11,3.36,mixed,4,5,Mombasa,household,semi_formal,0.4545,0.7927,5.5
plastic,HDPE,47.34,7.32,mixed,8,1,Kisumu,commercial,semi_formal,0.4545,0.7927,11.16
paper,mixed_paper,19.37,26.4,clean,2,5,Nairobi,industrial,formal,1.0,1.0,6.06
plastic,mixed_plastic,15.84,1.7,mixed,7,1,Nakuru,household,semi_formal,0.4545,0.7927,5.83
plastic,PP,37.34,8.44,clean,8,3,Nairobi,commercial,formal,1.0,1.0,14.37
metal,steel_light,25.7,11.54,mixed,8,3,Kiambu,commercial,semi_formal,0.4545,0.9455,14.64
organic,garden_waste,51.62,11.3,mixed,5,1,Nairobi,dump_site,semi_formal,0.4545,0.9182,3.25
plastic,HDPE,27.1,4.67,contaminated,9,0,Kiambu,commercial,informal,0.0,0.62,6.4
plastic,mixed_plastic,45.04,3.28,contaminated,6,1,Kisumu,commercial,informal,0.0,0.62,5.19
metal,tin,26.39,11.66,mixed,11,0,Nakuru,dump_site,semi_formal,0.4545,0.9455,8.8
plastic,mixed_plastic,32.04,0.26,clean,2,1,Kiambu,household,formal,1.0,1.0,10.71
organic,garden_waste,47.39,20.75,clean,3,1,Nakuru,household,formal,1.0,1.0,3.8
plastic,mixed_plastic,41.32,33.18,clean,7,2,Nairobi,industrial,formal,1.0,1.0,10.27
textile,clothes,9.42,3.94,mixed,6,4,Nairobi,household,semi_formal,0.4545,0.8909,5.59
plastic,PET,17.41,15.87,clean,2,1,Nairobi,industrial,formal,1.0,1.0,20.23
paper,office_paper,47.98,1.26,clean,8,1,Nairobi,commercial,formal,1.0,1.0,9.27
plastic,LDPE,25.14,1.51,clean,11,1,Eldoret,commercial,formal,1.0,1.0,6.09
plastic,PVC,11.17,3.17,mixed,2,5,Nakuru,commercial,semi_formal,0.4545,0.7927,7.27
metal,steel_light,8.51,3.02,clean,9,1,Nairobi,household,formal,1.0,1.0,19.6
textile,industrial_textile,11.5,22.83,clean,1,3,Mombasa,industrial,formal,1.0,1.0,5.88
metal,steel_light,32.46,0.68,clean,2,4,Mombasa,household,formal,1.0,1.0,19.35
paper,mixed_paper,17.16,0.47,clean,8,2,Kisumu,commercial,formal,1.0,1.0,7.15
rubber,mixed_rubber,77.36,22.41,mixed,10,6,Mombasa,household,semi_formal,0.4545,0.8909,5.67
plastic,LDPE,97.77,2.73,clean,8,2,Nairobi,household,formal,1.0,1.0,7.96
e_waste,batteries,39.66,11.73,mixed,5,5,Kisumu,household,semi_formal,0.4545,0.9727,22.86
metal,steel,31.25,1.01,mixed,3,4,Kajiado,industrial,semi_formal,0.4545,0.9455,24.88
metal,steel_light,28.77,0.92,contaminated,3,4,Nairobi,commercial,informal,0.0,0.9,13.45
plastic,HDPE,10.99,0.2,contaminated,9,6,Nakuru,household,informal,0.0,0.62,6.7
plastic,LDPE,74.94,21.14,contaminated,3,6,Nairobi,commercial,informal,0.0,0.62,2.88
plastic,PVC,7.34,3.51,clean,1,1,Nairobi,industrial,formal,1.0,1.0,11.83
paper,office_paper,19.79,3.22,mixed,8,3,Nairobi,household,semi_formal,0.4545,0.8364,5.52
paper,office_paper,37.0,11.64,clean,4,4,Nairobi,commercial,formal,1.0,1.0,7.04
metal,steel_light,25.12,7.15,clean,5,4,Mombasa,commercial,formal,1.0,1.0,17.29
metal,steel_light,25.16,5.02,mixed,11,4,Nairobi,household,semi_formal,0.4545,0.9455,13.09
glass,colored_glass,32.07,5.85,clean,3,3,Kiambu,household,formal,1.0,1.0,1.42
glass,mixed_glass,38.3,26.15,mixed,7,4,Kajiado,commercial,semi_formal,0.4545,0.7545,1.92
e_waste,mixed_ewaste,11.89,20.87,clean,11,4,Nairobi,commercial,formal,1.0,1.0,45.68
e_waste,mixed_ewaste,11.54,2.89,contaminated,3,6,Kiambu,household,informal,0.0,0.95,32.9
plastic,PVC,15.24,12.26,mixed,8,5,Nairobi,industrial,semi_formal,0.4545,0.7927,7.47
e_waste,computers,14.18,2.29,clean,5,0,Kajiado,commercial,formal,1.0,1.0,83.38
metal,tin,9.81,16.5,clean,9,2,Mombasa,household,formal,1.0,1.0,16.73
plastic,HDPE,53.1,14.61,mixed,7,4,Kisumu,commercial,semi_formal,0.4545,0.7927,8.1
paper,cardboard,72.62,19.9,mixed,8,3,Kiambu,commercial,semi_formal,0.4545,0.8364,6.02
metal,brass,24.63,32.14,clean,3,0,Nairobi,industrial,formal,1.0,1.0,204.42
organic,food_waste,11.43,13.14,mixed,9,4,Kajiado,commercial,semi_formal,0.4545,0.9182,7.14
glass,colored_glass,10.95,13.74,mixed,11,2,Kisumu,commercial,semi_formal,0.4545,0.7545,1.7
plastic,PP,17.73,20.18,contaminated,12,0,Kiambu,commercial,informal,0.0,0.62,6.11
metal,steel_heavy,5.62,0.92,clean,6,3,Nairobi,industrial,formal,1.0,1.0,46.49
plastic,PP,60.04,0.8,clean,8,2,Eldoret,commercial,formal,1.0,1.0,8.65
plastic,PET,15.01,6.22,mixed,1,3,Nairobi,commercial,semi_formal,0.4545,0.7927,11.5
paper,mixed_paper,6.57,8.74,clean,9,1,Eldoret,industrial,formal,1.0,1.0,6.58
textile,clothes,21.84,7.02,clean,9,2,Nairobi,household,formal,1.0,1.0,7.13
paper,office_paper,9.64,19.02,clean,10,6,Kiambu,industrial,formal,1.0,1.0,8.67
paper,newspaper,15.8,8.63,clean,6,6,Mombasa,household,formal,1.0,1.0,6.23
plastic,HDPE,20.57,2.36,clean,2,1,Nairobi,industrial,formal,1.0,1.0,20.18
paper,office_paper,23.75,1.15,clean,12,5,Nairobi,commercial,formal,1.0,1.0,9.41
metal,steel_heavy,21.61,4.34,contaminated,5,4,Nairobi,dump_site,informal,0.0,0.9,25.28
metal,tin,35.71,13.81,contaminated,3,0,Nairobi,commercial,informal,0.0,0.9,13.62
plastic,PVC,48.79,9.23,clean,11,6,Mombasa,household,formal,1.0,1.0,7.64
glass,clear_glass,87.96,11.4,clean,11,4,Mombasa,household,formal,1.0,1.0,2.28
organic,food_waste,18.69,9.12,clean,4,6,Mombasa,household,formal,1.0,1.0,5.39
metal,tin,13.99,10.33,clean,1,0,Kajiado,household,formal,1.0,1.0,15.2
rubber,tyres,7.94,5.89,contaminated,3,6,Nairobi,household,informal,0.0,0.8,10.27
metal,brass,23.76,0.2,contaminated,5,0,Nairobi,household,informal,0.0,0.9,128.72
organic,garden_waste,58.96,23.2,mixed,9,5,Kajiado,household,semi_formal,0.4545,0.9182,3.02
metal,steel,42.86,31.64,clean,11,5,Nakuru,household,formal,1.0,1.0,14.84
plastic,LDPE,24.99,14.24,clean,1,0,Nairobi,household,formal,1.0,1.0,8.09
paper,cardboard,28.46,10.22,clean,2,3,Nairobi,household,formal,1.0,1.0,6.78
paper,cardboard,30.52,0.69,clean,9,4,Mombasa,dump_site,formal,1.0,1.0,6.45
paper,cardboard,31.48,19.88,mixed,9,6,Kajiado,household,semi_formal,0.4545,0.8364,4.6
paper,newspaper,6.58,2.02,mixed,7,3,Kiambu,commercial,semi_formal,0.4545,0.8364,5.17
paper,newspaper,37.52,2.36,mixed,9,2,Nairobi,household,semi_formal,0.4545,0.8364,4.84
textile,industrial_textile,30.84,7.66,mixed,5,4,Nairobi,household,semi_formal,0.4545,0.8909,4.49
organic,garden_waste,31.21,17.38,clean,9,2,Kiambu,dump_site,formal,1.0,1.0,5.38
e_waste,phones,18.19,18.87,clean,9,2,Nairobi,commercial,formal,1.0,1.0,82.99
paper,cardboard,13.91,13.07,contaminated,6,1,Eldoret,household,informal,0.0,0.7,3.28
metal,brass,37.02,3.34,mixed,7,2,Nakuru,commercial,semi_formal,0.4545,0.9455,152.13
plastic,LDPE,43.47,2.32,clean,9,4,Nairobi,household,formal,1.0,1.0,5.76
plastic,PVC,50.88,2.94,clean,2,3,Nairobi,commercial,formal,1.0,1.0,10.34
paper,office_paper,23.77,12.26,mixed,3,4,Kajiado,household,semi_formal,0.4545,0.8364,4.24
paper,mixed_paper,31.14,12.64,clean,8,2,Machakos,commercial,formal,1.0,1.0,6.26
paper,newspaper,57.37,5.36,contaminated,7,1,Nairobi,commercial,informal,0.0,0.7,3.86
e_waste,batteries,27.44,24.97,clean,2,3,Nairobi,commercial,formal,1.0,1.0,31.53
plastic,PP,16.35,3.04,mixed,5,5,Nairobi,household,semi_formal,0.4545,0.7927,8.82
organic,food_waste,21.2,5.88,clean,7,0,Mombasa,commercial,formal,1.0,1.0,6.46
e_waste,mixed_ewaste,47.12,25.99,mixed,7,0,Kisumu,commercial,semi_formal,0.4545,0.9727,24.99
glass,mixed_glass,37.33,5.64,contaminated,8,0,Nairobi,commercial,informal,0.0,0.55,1.64
metal,copper,6.65,23.81,clean,5,2,Nairobi,household,formal,1.0,1.0,323.6
plastic,PP,53.39,4.27,clean,12,6,Kiambu,household,formal,1.0,1.0,6.96
plastic,PVC,12.96,4.65,mixed,3,1,Nairobi,household,semi_formal,0.4545,0.7927,6.61
plastic,PVC,97.71,6.08,mixed,4,2,Mombasa,commercial,semi_formal,0.4545,0.7927,5.57
paper,cardboard,9.48,2.92,mixed,7,5,Nairobi,household,semi_formal,0.4545,0.8364,6.05
plastic,HDPE,3.62,18.58,mixed,7,1,Nairobi,household,semi_formal,0.4545,0.7927,9.99
glass,clear_glass,18.71,17.35,mixed,6,3,Nairobi,household,semi_formal,0.4545,0.7545,2.23
