waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,price_per_kg
plastic,PP,11.059,1.022,0.936,3,6,0.4606,19.89
metal,steel,12.874,4.873,0.5665,12,0,0.5607,33.21
plastic,PET,3.079,8.412,0.891,9,1,0.3686,26.61
organic,food_waste,14.007,12.887,0.8305,12,6,0.6632,5.78
metal,steel,5.291,1.699,0.7543,5,0,0.9104,34.38
plastic,PET,6.18,3.244,0.7653,6,3,0.5779,24.65
textile,clothes,0.324,0.601,0.818,1,6,0.4209,14.67
plastic,mixed_plastic,1.398,0.586,0.5498,12,4,0.7164,10.76
metal,aluminum,1.492,1.313,0.6229,10,2,0.4705,99.25
e_waste,batteries,3.058,0.514,0.8098,4,0,0.2326,63.15
plastic,PET,5.141,10.449,0.7241,1,2,0.2403,25.39
metal,copper,5.399,1.436,0.4766,9,3,0.5557,533.98
organic,garden_waste,6.315,7.234,0.6544,9,0,0.7763,5.75
plastic,PP,1.97,13.8,0.4506,7,3,0.5862,10.12
metal,aluminum,10.274,0.1,0.7694,2,2,0.357,115.03
plastic,PET,39.297,8.796,0.4742,12,2,0.483,26.31
glass,clear_glass,2.933,4.236,0.4967,6,6,0.7674,9.63
plastic,HDPE,2.021,3.051,0.9451,9,6,0.4023,22.35
textile,industrial_textile,1.969,4.595,0.7893,11,4,0.2046,6.27
textile,clothes,4.966,6.054,0.9051,7,4,0.4673,18.42
plastic,HDPE,2.385,8.95,0.7602,2,3,0.3697,15.34
paper,cardboard,0.562,1.184,0.6788,11,0,0.7061,14.86
metal,tin,0.78,13.448,0.6217,9,2,0.278,21.23
e_waste,mixed_ewaste,15.245,8.98,0.2426,11,0,0.2609,51.47
paper,newspaper,20.867,4.016,0.4522,8,2,0.3578,8.76
plastic,PET,30.565,0.348,0.5759,11,3,0.5299,24.61
plastic,PP,5.88,6.496,0.5772,11,4,0.1728,16.72
rubber,tyres,1.365,7.957,0.6349,3,2,0.425,20.63
paper,cardboard,2.65,6.278,0.9582,3,1,0.8865,15.96
organic,garden_waste,0.749,0.847,0.3917,2,4,0.0834,3.7
paper,mixed_paper,0.715,1.172,0.7614,10,1,0.2732,7.88
textile,clothes,6.088,25.025,0.7259,3,0,0.6917,13.96
plastic,PET,8.558,18.661,0.8723,6,4,0.3812,28.24
plastic,PVC,46.995,11.991,0.5597,10,4,0.5371,9.11
textile,clothes,4.056,20.338,0.9261,6,6,0.8273,15.71
textile,clothes,0.879,7.016,0.4044,1,5,0.2561,11.2
paper,newspaper,3.872,5.538,0.6953,5,6,0.6274,6.9
paper,cardboard,3.193,10.896,0.654,2,4,0.3658,11.21
paper,newspaper,2.486,4.056,0.8685,5,5,0.5164,9.31
paper,cardboard,6.77,3.453,0.5078,9,1,0.6952,11.52
plastic,mixed_plastic,1.044,0.42,0.8507,7,3,0.2265,8.7
textile,clothes,5.243,10.099,0.8654,9,6,0.2663,16.33
plastic,PP,9.795,0.951,0.8335,2,5,0.6582,16.76
e_waste,mixed_ewaste,24.623,4.54,0.8515,10,2,0.5221,63.15
plastic,HDPE,6.504,14.919,0.8535,6,6,0.2088,20.08
plastic,mixed_plastic,15.67,1.058,0.8719,4,2,0.4761,13.04
glass,mixed_glass,2.631,6.999,0.4828,8,0,0.4136,5.34
paper,cardboard,3.111,10.633,0.7088,2,5,0.49,10.3
glass,clear_glass,22.588,8.775,0.6971,6,2,0.5131,8.9
plastic,HDPE,0.864,36.02,0.443,6,0,0.2929,14.26
textile,clothes,2.763,4.023,0.8779,2,1,0.726,13.39
e_waste,mixed_ewaste,17.359,3.473,0.7528,12,0,0.6735,68.8
organic,food_waste,3.479,10.739,0.7893,5,6,0.2937,4.03
plastic,PP,3.181,2.196,0.9042,1,5,0.2653,16.42
paper,cardboard,3.26,6.846,0.9559,6,6,0.4542,14.74
paper,office_paper,5.158,2.156,0.3458,12,1,0.5761,12.62
metal,steel,16.499,13.716,0.7588,9,5,0.7712,35.87
plastic,HDPE,13.587,5.363,0.6434,8,3,0.5738,23.19
plastic,HDPE,4.544,10.493,0.7781,11,2,0.4516,23.24
paper,newspaper,16.624,0.712,0.5784,2,4,0.3836,5.61
plastic,PET,6.754,35.092,0.7327,7,6,0.6626,24.98
paper,cardboard,12.565,5.88,0.8592,4,3,0.6588,14.78
plastic,HDPE,1.305,3.703,0.7219,9,0,0.2695,17.35
plastic,PET,36.099,26.472,0.7361,11,5,0.7112,31.59
metal,tin,5.837,1.77,0.6344,1,1,0.7487,24.89
paper,cardboard,0.166,4.087,0.5787,2,1,0.604,10.74
paper,newspaper,32.833,4.105,0.8259,12,4,0.3559,10.94
metal,aluminum,4.509,5.729,0.7709,6,5,0.289,118.46
e_waste,mixed_ewaste,2.788,10.986,0.6603,4,5,0.4337,75.65
paper,office_paper,2.167,6.605,0.904,2,6,0.557,14.39
metal,aluminum,7.594,3.595,0.8287,5,6,0.4024,131.69
rubber,tyres,1.543,2.159,0.8195,1,0,0.2969,20.42
metal,brass,2.243,26.766,0.7077,3,2,0.5684,358.01
textile,industrial_textile,2.308,48.635,0.9389,3,5,0.5164,8.71
organic,food_waste,3.156,3,0.6845,2,2,0.533,3.26
plastic,PET,2.415,2.31,0.7826,12,5,0.4714,27.97
paper,office_paper,12.471,33.128,0.8664,10,3,0.5794,12.78
glass,clear_glass,6.204,30.186,0.5824,12,3,0.6258,7.94
rubber,mixed_rubber,7.182,4.017,0.563,3,0,0.2983,12.88
paper,office_paper,9.325,4.434,0.6188,4,4,0.6137,13.62
plastic,PET,4.008,3.602,0.7821,4,6,0.6621,33.53
metal,steel,1.317,26.195,0.9597,7,5,0.689,37.81
plastic,PET,39.103,10.67,0.5594,3,2,0.8244,25.81
e_waste,batteries,13.64,6.024,0.7399,3,4,0.5273,74.37
metal,aluminum,31.044,0.895,0.5455,12,1,0.2897,118.33
e_waste,phones,15.509,4.329,0.8255,5,4,0.3452,143.35
organic,food_waste,2.579,0.212,0.7521,10,2,0.4919,4.41
metal,steel,0.268,1.378,0.8052,3,6,0.6605,35.32
metal,steel,1.025,1.562,0.7296,12,4,0.5975,34.66
e_waste,computers,9.62,5.305,0.54,9,0,0.6418,93.1
organic,garden_waste,3.967,0.778,0.6302,11,6,0.3787,7.85
organic,garden_waste,2.708,1.774,0.6406,7,5,0.3259,5.57
plastic,PET,0.224,2.914,0.8551,11,1,0.3957,31.1
metal,steel,4.412,2.973,0.4434,5,1,0.6668,33.21
plastic,PET,1.224,0.771,0.9481,6,1,0.3619,29.85
organic,food_waste,1.879,13.659,0.7197,1,2,0.6706,3.81
metal,aluminum,12.43,13.205,0.7013,3,6,0.5968,135.85
paper,mixed_paper,1.303,17.61,0.7173,10,6,0.4217,4.72
plastic,PP,1.462,12.355,0.6089,4,3,0.8273,10.64
paper,mixed_paper,5.6,0.85,0.8665,2,2,0.3559,7.84
e_waste,mixed_ewaste,12.767,7.45,0.9046,4,2,0.5361,73.69
plastic,PET,2.764,14.521,0.7121,5,6,0.372,20.28
plastic,PET,26.067,1.742,0.8533,9,1,0.6298,33.43
textile,industrial_textile,0.966,11.293,0.5849,2,5,0.7176,5.95
e_waste,phones,0.783,2.107,0.4909,1,6,0.4955,101.19
plastic,PET,0.707,31.2,0.4481,9,5,0.8421,21.43
plastic,PET,0.617,15.801,0.6437,2,5,0.674,24.33
rubber,tyres,6.712,15.779,0.6149,6,6,0.4378,19.65
e_waste,phones,1.386,5.723,0.8016,9,1,0.4209,101.89
metal,aluminum,0.825,6.481,0.5628,7,6,0.5624,108.72
paper,cardboard,7.069,7.551,0.9033,2,0,0.1219,10.66
plastic,PP,12.046,2.491,0.5011,9,0,0.206,12.38
plastic,PET,15.816,1.43,0.8684,1,1,0.4278,26.77
e_waste,cables,12.811,43.764,0.7717,3,4,0.5136,76.03
plastic,mixed_plastic,1.489,2.445,0.7827,2,1,0.4118,9.75
plastic,PET,6.242,0.817,0.3577,7,4,0.5018,25.3
e_waste,mixed_ewaste,8.136,6.827,0.8477,9,0,0.3255,51.88
textile,clothes,2.535,8.064,0.827,8,4,0.4967,16.85
e_waste,computers,5.461,6.225,0.7812,2,1,0.3247,93.73
paper,newspaper,0.998,1.079,0.8287,5,3,0.8208,8.86
paper,cardboard,2.11,11.567,0.7013,2,0,0.7786,8.58
paper,newspaper,7.002,2.27,0.9476,5,6,0.7056,8.01
paper,cardboard,27.359,1.9,0.5884,3,2,0.2817,11.82
metal,steel,17.845,12.099,0.3773,9,4,0.3104,23.67
paper,mixed_paper,9.905,9.644,0.8987,10,3,0.7466,8.7
metal,tin,4.931,3.034,0.4997,10,4,0.4531,21.4
textile,industrial_textile,4.095,2.975,0.8156,3,3,0.3829,10.45
rubber,tyres,0.789,3.644,0.9325,1,0,0.507,22.68
plastic,mixed_plastic,1.644,6.545,0.5303,1,5,0.6742,7.91
paper,cardboard,1.71,3.393,0.6713,11,4,0.4489,12.57
plastic,PP,8.933,4.072,0.8577,11,1,0.3912,17.66
paper,cardboard,13.929,2.273,0.9091,3,0,0.3906,14.74
plastic,PP,10.847,8.67,0.6097,11,6,0.3317,16.1
plastic,mixed_plastic,18.526,0.422,0.6509,7,2,0.5087,13.71
e_waste,phones,4.888,0.323,0.7395,3,6,0.5913,115.86
paper,cardboard,1.378,0.754,0.9405,4,5,0.3686,12.43
textile,industrial_textile,4.221,3.142,0.6525,4,6,0.9064,9.11
plastic,HDPE,1.878,8.249,0.8086,10,4,0.6144,19.99
plastic,PVC,9.869,1.742,0.7358,3,1,0.8242,9.77
paper,cardboard,2.913,19.079,0.757,3,0,0.303,13.46
plastic,PET,3.982,5.414,0.6273,9,1,0.134,24.1
plastic,HDPE,10.302,1.159,0.8183,4,3,0.7407,23.42
rubber,tyres,1.842,3.104,0.7523,4,4,0.4327,18.89
plastic,PP,14.25,9.432,0.8037,10,6,0.4151,14.83
plastic,PET,0.889,2.16,0.6937,12,0,0.3861,27.86
metal,steel,6.474,0.1,0.4696,7,4,0.8621,35.1
paper,cardboard,4.019,0.465,0.7553,10,0,0.7456,13.01
metal,steel,12.095,10.33,0.9162,11,3,0.748,41.39
paper,cardboard,0.861,1.008,0.9549,8,0,0.3852,11.42
organic,food_waste,0.714,16.367,0.6812,10,2,0.5505,3.86
plastic,mixed_plastic,11.024,22.723,0.1673,1,4,0.3281,3.26
paper,office_paper,2.804,1.862,0.771,1,5,0.2762,14.25
glass,clear_glass,4.019,4.292,0.9655,11,5,0.3548,13.69
organic,garden_waste,2.031,0.181,0.6893,2,3,0.3232,7.05
paper,office_paper,13.402,7.445,0.7603,9,1,0.3749,15.26
metal,steel,6.418,16.805,0.5974,6,6,0.5932,34.77
plastic,HDPE,5.982,3.021,0.476,10,6,0.7442,18.55
plastic,PET,1.101,5.688,0.2945,8,6,0.7067,18.85
plastic,PVC,8.181,1.451,0.4275,1,5,0.5439,7.28
e_waste,phones,1.363,12.632,0.8982,5,5,0.5228,103.09
plastic,mixed_plastic,2.033,4.688,0.9548,9,0,0.4024,14.01
e_waste,cables,0.871,18.177,0.7215,12,4,0.8131,109.47
plastic,PET,3.714,8.51,0.5453,10,2,0.8352,23.49
organic,food_waste,16.077,5.464,0.8214,11,1,0.5155,4.6
organic,food_waste,5.883,10.599,0.6127,12,0,0.4343,3.79
plastic,HDPE,2.637,10.515,0.8753,11,1,0.5864,24.08
plastic,PET,5.109,0.785,0.8242,7,6,0.3771,25.47
plastic,PP,5.075,3.706,0.283,5,6,0.5639,12.51
organic,garden_waste,4.851,1.29,0.8352,7,5,0.5089,7.96
plastic,PET,5.544,8.524,0.8189,10,0,0.6732,33.26
metal,aluminum,1.287,0.835,0.7392,6,4,0.7984,139.53
paper,mixed_paper,5.093,3.205,0.639,10,0,0.5896,8.5
organic,garden_waste,0.545,10.372,0.5307,9,4,0.2746,4.5
paper,newspaper,8.942,2.124,0.8397,3,0,0.2011,9.53
metal,brass,1.193,14.432,0.6413,12,1,0.4269,338.43
rubber,mixed_rubber,18.414,4.882,0.9483,11,0,0.6691,14.89
plastic,PVC,0.238,2.353,0.8027,8,6,0.519,9.16
organic,garden_waste,33.425,2.636,0.4408,3,3,0.2008,5.79
plastic,PP,0.627,9.282,0.8934,3,6,0.539,16.02
paper,cardboard,1.062,3.511,0.9006,11,0,0.1783,13.49
textile,industrial_textile,6.416,37.664,0.7125,1,5,0.4428,4.84
glass,colored_glass,9.416,2.381,0.775,6,3,0.4655,9.42
glass,clear_glass,3.19,1.38,0.7221,8,3,0.488,10.16
plastic,HDPE,13.081,9.686,0.5999,3,6,0.246,13.72
paper,newspaper,1.723,13.583,0.7537,11,0,0.6424,9.32
paper,cardboard,2.774,4.377,0.5934,7,6,0.6382,15.67
metal,copper,3.119,0.826,0.8246,1,0,0.5323,572.9
paper,cardboard,2.349,4.448,0.8225,4,2,0.7593,13.03
paper,cardboard,0.44,0.1,0.6385,5,0,0.7357,11.76
paper,newspaper,4.351,9.296,0.698,3,3,0.4346,9.79
plastic,HDPE,3.904,24.767,0.838,12,4,0.4018,19.81
paper,mixed_paper,16.343,0.638,0.8682,5,4,0.4334,7.24
plastic,HDPE,0.958,4.215,0.719,7,5,0.4435,20.69
organic,garden_waste,2.081,14.534,0.6664,7,5,0.5435,6.31
metal,brass,18.995,0.1,0.9298,3,6,0.716,488.7
plastic,PVC,6.372,19.459,0.8627,7,3,0.5957,9.37
glass,mixed_glass,8.665,20.783,0.6976,5,1,0.6969,4.57
organic,garden_waste,7.722,0.47,0.6638,1,1,0.6115,6.54
plastic,PET,7.764,1.409,0.8449,5,1,0.4947,23.93
plastic,HDPE,39.855,62.132,0.8771,8,4,0.1843,16.32
plastic,HDPE,5.002,17.064,0.8662,2,0,0.3974,16.41
plastic,mixed_plastic,1.332,13.034,0.8256,10,6,0.8397,13.98
e_waste,computers,9.646,5.635,0.9408,8,6,0.6749,116.35
rubber,mixed_rubber,2.271,19.421,0.7229,4,1,0.6149,11.25
plastic,PVC,3.928,3.982,0.562,8,5,0.7351,9.9
e_waste,cables,6.988,8.96,0.5263,4,4,0.6621,83.35
plastic,PP,1.673,4.259,0.5791,8,3,0.6889,14.25
metal,aluminum,2.429,0.814,0.8798,2,5,0.4558,149.26
e_waste,computers,7.933,0.895,0.7949,8,4,0.8476,110.9
paper,mixed_paper,2.32,6.055,0.9509,1,2,0.2423,6.08
plastic,PP,14.412,7.683,0.8674,1,3,0.2425,16.41
metal,aluminum,1.372,28.464,0.8343,4,0,0.7711,135.97
rubber,tyres,1.367,5.607,0.8205,3,1,0.5756,23.06
plastic,PET,44.136,15.994,0.8904,6,6,0.694,30.11
plastic,HDPE,0.714,0.958,0.4479,2,1,0.2929,11.39
plastic,PP,4.34,12.077,0.9751,3,4,0.3518,13.93
metal,tin,41.338,11.647,0.5297,2,2,0.6891,23.57
metal,copper,4.331,0.346,0.8684,11,3,0.7892,778.03
organic,food_waste,22.559,2.991,0.8133,9,1,0.4499,4.56
e_waste,batteries,9.806,4.134,0.8755,3,3,0.4802,74.77
textile,industrial_textile,4.443,2.143,0.5945,2,3,0.7261,6.4
organic,food_waste,3.831,1.305,0.604,11,4,0.5353,4.74
plastic,HDPE,0.352,11.228,0.7295,9,2,0.624,18.44
metal,aluminum,3.056,0.794,0.7427,11,4,0.4613,144.84
plastic,PP,5.922,2.563,0.9485,3,5,0.1051,16.44
paper,newspaper,5.918,0.663,0.4453,5,5,0.6194,8.97
textile,clothes,86.404,0.1,0.5247,2,3,0.4714,13.31
glass,mixed_glass,6.279,1.47,0.7494,6,2,0.4934,5.01
rubber,mixed_rubber,9.546,8.454,0.724,2,3,0.195,10.13
paper,cardboard,18.137,10.005,0.9173,1,3,0.4251,13.25
metal,aluminum,8.573,3.218,0.6736,7,6,0.6733,127.29
paper,newspaper,4.042,17.111,0.8121,12,2,0.5002,6.69
plastic,mixed_plastic,4.066,4.979,0.8552,8,2,0.6462,10.68
plastic,PET,2.942,5.7,0.769,10,5,0.4173,30.59
metal,steel,7.637,1.271,0.9405,10,4,0.5041,33.17
plastic,PP,3.653,19.584,0.7044,12,2,0.2599,15.05
textile,clothes,9.487,8.845,0.8894,2,0,0.5297,14.78
plastic,HDPE,1.335,29.859,0.8032,4,4,0.6293,16.54
plastic,PET,5.345,0.303,0.934,8,5,0.5348,32.66
e_waste,computers,28.861,33.82,0.537,10,6,0.5808,94.38
plastic,PET,3.423,1.713,0.9846,10,3,0.4963,32.46
textile,clothes,40.919,6.009,0.4351,9,3,0.4931,12.13
e_waste,batteries,5.454,16.707,0.8353,4,1,0.4851,62.08
plastic,PET,4.188,11.233,0.5922,5,3,0.7117,21.19
glass,mixed_glass,5.155,21.328,0.7512,1,0,0.5131,2.86
metal,aluminum,3.084,15.751,0.6715,4,3,0.3915,100.76
e_waste,batteries,0.416,8.795,0.6742,2,4,0.2456,46.89
organic,food_waste,12.887,1.535,0.9484,12,5,0.5358,5.71
e_waste,phones,62.256,4.41,0.9058,2,4,0.7553,103.76
metal,brass,7.977,25.989,0.4301,5,5,0.7668,318.11
paper,newspaper,8.581,2.735,0.7281,11,4,0.5902,9.49
glass,colored_glass,3.6,38.407,0.7856,12,5,0.3789,8.19
rubber,tyres,17.982,6.987,0.6934,5,3,0.911,23.65
metal,aluminum,4.275,13.506,0.6565,6,4,0.3728,90.85
glass,clear_glass,6.176,0.371,0.9508,7,4,0.199,11.15
paper,cardboard,0.685,9.547,0.7589,10,4,0.3278,11.89
e_waste,cables,2.375,18.032,0.8991,10,3,0.4316,80.62
rubber,tyres,6.964,5.069,0.6072,7,5,0.7986,21.43
plastic,PP,13.312,3.972,0.2729,5,1,0.6101,10.63
plastic,HDPE,13.762,6.042,0.9069,5,2,0.5845,22.91
metal,steel,0.674,5.214,0.9029,8,3,0.6048,40.3
paper,cardboard,0.761,28.178,0.2336,11,4,0.6205,6.18
metal,aluminum,9.034,16.08,0.6942,1,3,0.4567,118.75
plastic,mixed_plastic,1.829,16.812,0.6419,10,1,0.2935,8.18
paper,office_paper,13.112,7.544,0.2775,6,5,0.4855,10.49
metal,steel,0.634,48.762,0.687,2,3,0.0817,19.75
metal,copper,3.982,16.667,0.8855,2,3,0.4163,527.59
glass,clear_glass,4.301,11.626,0.7827,5,6,0.735,11.42
e_waste,computers,7.977,4.894,0.9093,3,3,0.4655,114.11
metal,brass,1.3,2.742,0.9034,2,1,0.5847,363.61
organic,garden_waste,0.423,17.797,0.8704,4,6,0.6131,5.31
metal,copper,5.504,7.427,0.1591,11,2,0.5116,511.13
metal,steel,8.429,1.714,0.571,9,6,0.3523,25.6
metal,steel,15.013,5.788,0.6863,3,3,0.7216,27.45
plastic,PP,2.915,1.065,0.7928,9,1,0.8266,14.02
plastic,PET,11.368,2.89,0.8565,6,2,0.3305,25.64
metal,steel,8.028,3.908,0.9862,9,6,0.4068,41.66
organic,food_waste,21.909,5.419,0.5195,3,6,0.6676,4.53
glass,colored_glass,4.193,23.837,0.5806,1,0,0.3935,6.04
plastic,PP,0.562,2.537,0.6196,4,6,0.8121,14.19
metal,tin,4.132,6.926,0.5568,12,5,0.4126,26.61
plastic,mixed_plastic,4.984,0.1,0.7906,7,4,0.522,11.43
e_waste,computers,8.346,8.99,0.6722,1,1,0.6756,67.98
organic,garden_waste,0.712,12.315,0.6805,12,4,0.5684,5.27
metal,steel,3.082,5.717,0.9035,10,2,0.4248,33.67
metal,steel,12.702,3.627,0.7637,7,0,0.8178,38.2
paper,cardboard,3.955,20.099,0.6231,9,6,0.6697,12.27
paper,cardboard,3.105,7.391,0.7063,3,4,0.5149,13.36
organic,food_waste,44.15,0.576,0.4855,8,0,0.6233,6.02
e_waste,phones,1.241,16.911,0.6108,11,2,0.0917,137.82
metal,steel,19.684,1.808,0.7974,6,5,0.7851,36.46
paper,cardboard,15.264,6.859,0.5902,1,3,0.4684,7.6
plastic,PET,3.421,3.754,0.2062,10,3,0.7027,18.91
plastic,HDPE,4.308,5.463,0.52,9,0,0.8799,21.07
plastic,PET,4.29,6.66,0.6501,9,0,0.726,26.08
paper,newspaper,5.575,12.403,0.3927,8,6,0.6749,8.46
textile,clothes,2.196,11.705,0.8604,2,6,0.4396,16.84
metal,steel,2.681,1.945,0.8706,2,0,0.6811,33.91
plastic,PET,2.926,4.374,0.6784,10,3,0.5417,26.19
plastic,HDPE,3.041,12.309,0.8667,11,4,0.5805,23.22
paper,newspaper,3.087,5.018,0.6692,1,6,0.2991,7.54
organic,food_waste,0.305,10.77,0.5925,7,3,0.7181,3.44
paper,office_paper,5.039,1.682,0.7002,7,6,0.4151,14.11
e_waste,computers,2.38,26.681,0.7419,5,0,0.329,113.75
organic,garden_waste,0.477,6.208,0.6294,8,0,0.8067,4.36
plastic,mixed_plastic,2.944,1.119,0.4609,11,3,0.53,9.33
metal,steel,2.837,2.63,0.8121,10,1,0.5188,31.59
rubber,tyres,20.703,15.088,0.8389,2,5,0.6079,18.04
paper,newspaper,2.346,2.431,0.5605,6,2,0.2415,6.15
plastic,PVC,9.988,4.86,0.7355,12,2,0.6241,9.64
textile,industrial_textile,23.556,7.23,0.6657,3,3,0.6552,8.58
textile,clothes,2.109,1.275,0.6305,11,6,0.4114,17.34
metal,steel,4.233,0.993,0.7502,6,0,0.4468,31.36
metal,brass,35.674,10.883,0.9423,7,3,0.2133,394.47
plastic,PET,5.899,7.005,0.6868,4,2,0.456,24.78
organic,food_waste,7.018,19.97,0.7336,12,0,0.6065,3.77
paper,newspaper,2.749,6.604,0.4854,7,5,0.7378,6.22
plastic,HDPE,10.221,11.009,0.7728,7,6,0.6655,25.5
glass,clear_glass,4.273,1.832,0.7848,6,1,0.0394,9.3
rubber,tyres,0.497,1.932,0.3936,2,5,0.6936,17.86
organic,food_waste,2.926,8.974,0.8544,10,4,0.7487,2.68
plastic,HDPE,1.083,10.049,0.3553,4,4,0.4313,13.1
plastic,PP,5.128,1.368,0.7881,3,3,0.2848,15.92
textile,clothes,1.492,9.944,0.5712,10,2,0.236,12.56
textile,clothes,7.955,7.364,0.9866,3,0,0.6978,21.55
metal,steel,4.729,6.489,0.4814,9,0,0.5767,25.02
metal,aluminum,1.002,25.758,0.6552,6,1,0.4043,86.6
paper,mixed_paper,2.482,10.583,0.8363,10,3,0.1687,5.18
paper,newspaper,9.437,4.032,0.8477,1,0,0.7665,8.46
plastic,PET,17.771,0.599,0.8521,10,4,0.204,27.22
plastic,mixed_plastic,1.518,4.55,0.4125,3,4,0.7218,9.84
plastic,PP,1.201,18.588,0.772,11,2,0.125,11.66
organic,garden_waste,46.58,1.445,0.4455,5,0,0.8354,7.79
plastic,HDPE,4.429,5.801,0.6285,1,3,0.345,13.32
plastic,PP,5.002,2.088,0.8425,6,5,0.5308,21.12
metal,steel,1.845,19.021,0.7846,1,2,0.281,23.72
plastic,HDPE,5.802,4.68,0.6758,4,5,0.221,15.57
plastic,PET,35.097,3.107,0.7914,9,2,0.678,27.46
metal,copper,6.081,1.733,0.8721,7,0,0.5309,679.1
paper,mixed_paper,16.086,0.48,0.9603,9,4,0.4037,7.87
metal,aluminum,4.64,1.56,0.8714,11,6,0.484,158.13
textile,clothes,1.309,3.607,0.8141,6,6,0.5854,18.93
plastic,HDPE,1.974,13.453,0.8932,7,6,0.636,23.79
textile,clothes,1.172,0.1,0.6678,1,0,0.6807,13.81
textile,industrial_textile,5.82,18.004,0.6029,4,0,0.5719,4.66
organic,food_waste,19.466,1.088,0.9177,9,3,0.4095,6.04
metal,steel,5.437,8.444,0.7303,1,6,0.4305,25.65
metal,brass,3.098,3.826,0.7138,5,6,0.2307,353.16
metal,steel,1.737,16.224,0.5715,2,1,0.5625,25.15
glass,colored_glass,6.866,4.223,0.7207,11,2,0.48,7.59
plastic,HDPE,1.014,2.51,0.661,7,4,0.3356,17.97
rubber,tyres,1.149,2.187,0.8294,8,6,0.5119,27.09
metal,steel,13.2,5.85,0.9096,9,1,0.4892,35.01
organic,food_waste,3.211,0.516,0.7578,3,6,0.2197,4.62
paper,office_paper,3.136,30.274,0.7017,1,5,0.4724,11.48
plastic,mixed_plastic,3.659,14.956,0.9916,5,0,0.9159,11.86
metal,aluminum,10.709,4.893,0.9064,3,5,0.34,134.69
metal,aluminum,5.466,5.498,0.8575,4,4,0.3172,99.26
paper,cardboard,1.837,1.591,0.8598,4,6,0.4637,10.89
paper,cardboard,1.918,10.621,0.3232,10,1,0.3246,9.63
plastic,HDPE,3.546,3.391,0.4438,4,6,0.5533,16.19
metal,copper,6.441,4.38,0.9461,2,0,0.309,549.7
paper,cardboard,4.295,8.382,0.7213,12,0,0.2233,12.67
rubber,tyres,3.86,9.109,0.938,1,3,0.485,18.73
plastic,PP,4.738,8.533,0.8394,3,4,0.6294,16.77
paper,mixed_paper,4.291,1.204,0.7442,5,1,0.5375,6.25
plastic,PET,1.757,6.976,0.3635,1,1,0.8125,16.64
metal,aluminum,16.919,3.484,0.5853,11,2,0.4057,121.87
paper,newspaper,2.512,17.445,0.809,5,0,0.6534,7.11
metal,aluminum,5.233,0.804,0.8206,10,1,0.6563,132.15
rubber,tyres,0.378,9.776,0.7286,2,1,0.5688,21.84
plastic,PET,3.462,24.376,0.7341,7,6,0.567,26.61
glass,clear_glass,1.198,1.319,0.9007,2,6,0.4578,10.9
plastic,HDPE,1.384,15.091,0.6266,3,4,0.2744,15
plastic,HDPE,81.992,23.527,0.7236,5,4,0.2263,16.86
paper,newspaper,6.046,41.889,0.9274,11,0,0.6256,8.84
plastic,PVC,19.516,6.014,0.7783,4,0,0.7292,8.38
metal,steel,12.508,5.929,0.4772,10,2,0.4436,33.02
glass,clear_glass,14.584,7.66,0.5653,2,6,0.6482,9.07
e_waste,phones,3.529,13.904,0.7199,4,3,0.2769,111.87
metal,steel,30.805,14.381,0.7658,8,5,0.5649,34.89
metal,steel,12.379,12.276,0.8547,6,2,0.4058,30.83
paper,office_paper,4.71,5.394,0.7811,7,2,0.5151,15.91
plastic,HDPE,6.147,4.08,0.5479,9,5,0.3499,19.86
plastic,HDPE,3.803,1.132,0.3952,1,3,0.3104,11.86
glass,clear_glass,4.772,2.398,0.574,9,5,0.5629,12.01
rubber,tyres,4.253,9.897,0.4322,11,5,0.4234,19.46
plastic,PET,7.084,7.487,0.659,10,5,0.4038,28.56
metal,brass,36.161,3.226,0.8242,4,4,0.3274,353.84
e_waste,phones,1.055,6.632,0.8334,5,5,0.8758,105.23
organic,garden_waste,17.652,12.657,0.8018,12,3,0.398,5.55
metal,aluminum,2.881,4.952,0.5522,10,2,0.7232,114.99
metal,steel,20.565,3.866,0.7819,12,3,0.4312,29.23
glass,mixed_glass,3.004,26.639,0.6951,11,2,0.0741,3.96
organic,food_waste,7.354,2.076,0.9057,6,0,0.3488,4.14
plastic,PET,3.704,1.683,0.4185,2,2,0.6843,20.14
textile,industrial_textile,0.562,5.088,0.6699,3,3,0.2774,6.3
plastic,mixed_plastic,36.117,2.768,0.8761,4,3,0.7628,12.08
organic,garden_waste,1.446,4.227,0.9374,11,2,0.7118,8.75
plastic,PP,4.956,13.1,0.8906,4,5,0.3111,13.26
plastic,HDPE,1.268,27.737,0.8561,5,1,0.4255,18.24
plastic,PET,0.901,0.63,0.6562,11,4,0.3513,23.71
paper,newspaper,3.505,1.766,0.5227,2,1,0.7222,7.99
paper,newspaper,2.199,12.993,0.8155,8,6,0.3761,6.9
plastic,PET,1.102,18.067,0.8095,7,4,0.1737,25.02
paper,cardboard,4.295,7.434,0.8752,12,3,0.3129,10.17
paper,cardboard,0.757,0.406,0.8055,6,3,0.3727,10.41
e_waste,phones,5.21,10.779,0.4917,7,5,0.6607,134.88
textile,clothes,3.847,7.501,0.8392,11,2,0.3741,19.38
glass,mixed_glass,0.228,6.801,0.7583,12,5,0.7434,6.15
plastic,mixed_plastic,2.392,19.664,0.9841,9,1,0.3591,9.37
