waste_type,sub_type,weight_kg,distance_km,consistency_score,month,day_of_week,market_demand_index,county,collection_point,quality_grade,price_per_kg
rubber,mixed_rubber,28.33,5.13,0.7662,9,3,0.6516,Mombasa,household,good,11.97
organic,garden_waste,39.48,1.42,0.8871,3,3,0.2638,Nairobi,commercial,excellent,9.04
metal,steel,65.45,4.47,0.919,12,6,0.5199,Mombasa,household,excellent,27.62
e_waste,mixed_ewaste,10.62,5.26,0.7826,2,0,0.7081,Nairobi,household,good,60.82
e_waste,cables,63.93,9.48,0.5366,1,0,0.554,Nairobi,household,fair,61.67
paper,office_paper,37.43,20.91,0.6445,5,5,0.5632,Nairobi,industrial,fair,15.02
textile,clothes,10.82,7.11,0.792,10,4,0.2041,Nairobi,dump_site,good,9.66
paper,newspaper,11.45,2.46,0.3774,10,4,0.5379,Nairobi,dump_site,poor,5.65
paper,office_paper,13.02,1.08,0.7308,8,4,0.6936,Mombasa,industrial,good,18.34
metal,aluminum,39.44,4.93,0.6845,10,2,0.55,Mombasa,dump_site,fair,92.99
metal,tin,8.36,10.49,0.8034,11,3,0.3739,Nairobi,commercial,good,19.02
textile,industrial_textile,0.89,1.36,0.8711,3,3,0.8822,Nakuru,household,excellent,5.85
plastic,PET,58.31,1.06,0.6253,4,5,0.4881,Mombasa,dump_site,fair,23.59
paper,office_paper,14.87,3.78,0.7725,4,0,0.5606,Nairobi,commercial,good,16.05
plastic,mixed_plastic,32.05,0.65,0.8617,8,4,0.5976,Nakuru,industrial,excellent,11.35
e_waste,phones,58.89,3.37,0.7208,4,2,0.3962,Nairobi,industrial,good,134.1
plastic,PP,18.69,13.07,0.7298,2,4,0.6425,Nairobi,industrial,good,22.27
organic,food_waste,6.69,10.0,0.7977,4,2,0.641,Kisumu,commercial,good,4.83
glass,colored_glass,22.85,13.11,0.6155,7,6,0.5596,Eldoret,household,fair,3.84
plastic,PET,13.27,15.13,0.8207,6,6,0.5731,Nairobi,commercial,good,33.74
paper,cardboard,26.02,0.26,0.4618,2,1,0.2474,Nairobi,household,poor,11.76
paper,newspaper,6.28,1.89,0.8713,1,3,0.5475,Nairobi,industrial,excellent,12.61
glass,colored_glass,7.5,5.43,0.8049,4,1,0.7319,Nairobi,household,good,5.86
metal,brass,65.1,3.4,0.605,11,1,0.6734,Nairobi,commercial,fair,282.45
metal,tin,8.05,0.94,0.4947,12,4,0.5165,Mombasa,industrial,poor,16.48
plastic,HDPE,9.36,1.92,0.5656,6,4,0.1958,Kisumu,household,fair,21.26
plastic,HDPE,21.01,0.21,0.7178,7,2,0.407,Nairobi,dump_site,good,25.14
metal,steel,42.13,7.34,0.9163,7,4,0.6393,Nairobi,commercial,excellent,36.02
e_waste,computers,49.81,8.36,0.7866,9,5,0.6064,Nairobi,industrial,good,101.69
metal,copper,24.96,1.72,0.6291,6,0,0.2432,Eldoret,industrial,fair,376.09
metal,copper,28.02,6.27,0.6584,4,1,0.4061,Mombasa,industrial,fair,452.2
plastic,mixed_plastic,18.77,3.13,0.5747,9,3,0.7736,Nairobi,commercial,fair,11.76
plastic,PP,25.59,8.22,0.5755,10,6,0.5541,Nairobi,commercial,fair,17.09
metal,steel,26.24,6.47,0.6545,2,0,0.7105,Nakuru,commercial,fair,19.64
organic,garden_waste,74.53,7.92,0.3645,12,4,0.4958,Nairobi,commercial,poor,6.1
organic,food_waste,5.61,1.26,0.5877,2,0,0.6469,Nairobi,industrial,fair,6.94
metal,copper,0.99,3.2,0.574,9,0,0.5898,Mombasa,commercial,fair,495.31
organic,garden_waste,4.55,1.22,0.7333,10,0,0.2779,Nairobi,household,good,6.78
plastic,HDPE,30.49,12.1,0.7447,12,0,0.7049,Nairobi,commercial,good,27.41
e_waste,batteries,35.03,6.51,0.7106,8,3,0.4824,Kisumu,commercial,good,51.26
e_waste,phones,24.31,2.61,0.6843,11,0,0.4209,Nairobi,household,fair,93.97
e_waste,mixed_ewaste,85.49,13.6,0.814,3,4,0.4627,Mombasa,dump_site,good,51.99
paper,mixed_paper,4.92,3.64,0.8925,10,6,0.4459,Mombasa,household,excellent,7.27
plastic,PET,16.86,0.91,0.7384,4,5,0.4398,Kisumu,household,good,23.88
textile,industrial_textile,82.93,1.56,0.7127,8,6,0.5228,Mombasa,commercial,good,9.73
paper,cardboard,1.99,6.64,0.592,2,5,0.4507,Nairobi,commercial,fair,13.08
metal,copper,17.77,4.8,0.7425,1,1,0.391,Nairobi,industrial,good,606.92
paper,office_paper,9.85,6.28,0.6945,10,2,0.3532,Eldoret,household,fair,11.4
organic,food_waste,26.46,1.98,0.6781,6,3,0.4994,Nairobi,household,fair,5.46
plastic,PVC,0.61,0.44,0.5768,4,2,0.3991,Mombasa,commercial,fair,6.85
glass,clear_glass,4.3,1.31,0.7189,4,3,0.3009,Eldoret,industrial,good,5.92
plastic,PET,2.02,4.08,0.6865,6,5,0.2146,Nairobi,dump_site,fair,25.97
e_waste,mixed_ewaste,39.59,14.75,0.8919,7,5,0.5213,Eldoret,dump_site,excellent,39.39
metal,steel,26.93,2.03,0.7907,11,2,0.4757,Mombasa,household,good,21.55
plastic,PVC,4.78,11.03,0.9004,1,5,0.5937,Nairobi,commercial,excellent,10.98
e_waste,computers,12.92,2.21,0.8152,5,4,0.4414,Nairobi,household,good,92.02
plastic,PVC,4.12,21.87,0.5641,4,1,0.7814,Eldoret,industrial,fair,6.06
plastic,PET,9.41,4.02,0.9638,4,1,0.4711,Nairobi,dump_site,excellent,29.84
plastic,HDPE,15.12,18.74,0.3872,10,2,0.4351,Nairobi,industrial,poor,18.11
paper,cardboard,14.77,9.74,0.692,8,1,0.4022,Kisumu,dump_site,fair,11.32
paper,mixed_paper,13.96,2.32,0.5763,3,6,0.6482,Nairobi,household,fair,7.11
metal,tin,13.86,3.45,0.6997,3,3,0.2966,Nairobi,dump_site,fair,15.07
metal,brass,38.88,9.58,0.6188,12,2,0.5024,Mombasa,commercial,fair,252.27
plastic,PVC,73.05,0.28,0.8265,1,3,0.4434,Mombasa,industrial,good,12.53
e_waste,mixed_ewaste,16.16,0.38,0.6194,7,0,0.6156,Mombasa,industrial,fair,63.73
metal,brass,6.21,7.26,0.7533,2,2,0.7253,Nairobi,industrial,good,362.66
plastic,PP,21.64,5.55,0.5981,1,1,0.3795,Nairobi,dump_site,fair,13.37
e_waste,mixed_ewaste,20.36,2.85,0.5028,1,3,0.4002,Eldoret,commercial,fair,45.8
metal,aluminum,2.99,9.45,0.818,1,6,0.7408,Nairobi,industrial,good,142.42
paper,office_paper,81.39,0.71,0.7392,6,3,0.6754,Mombasa,industrial,good,19.97
metal,copper,0.84,0.21,0.8194,5,4,0.275,Nairobi,dump_site,good,461.48
metal,aluminum,29.85,17.33,0.7083,3,2,0.3152,Nairobi,household,good,87.38
paper,newspaper,23.93,8.35,0.8945,1,1,0.2929,Nairobi,commercial,excellent,10.94
textile,industrial_textile,27.9,3.66,0.8079,2,4,0.1581,Nairobi,industrial,good,8.84
e_waste,cables,52.01,4.97,0.5933,8,5,0.5576,Kisumu,dump_site,fair,44.36
metal,aluminum,49.7,1.21,0.6403,3,2,0.5637,Mombasa,dump_site,fair,86.66
paper,mixed_paper,14.03,4.07,0.8691,7,4,0.709,Nairobi,dump_site,excellent,9.39
paper,mixed_paper,71.03,0.27,0.9533,4,5,0.3855,Mombasa,industrial,excellent,9.66
e_waste,computers,17.91,10.51,0.739,4,3,0.2844,Nairobi,dump_site,good,73.24
organic,food_waste,11.48,14.51,0.8548,3,5,0.5571,Mombasa,household,excellent,5.43
e_waste,phones,8.14,2.5,0.7127,1,1,0.7219,Nairobi,industrial,good,147.23
plastic,PET,0.69,1.72,0.5817,12,4,0.6845,Mombasa,household,fair,27.54
plastic,PVC,102.7,5.77,0.5802,4,5,0.7047,Kisumu,household,fair,7.68
paper,newspaper,52.43,8.12,0.878,1,6,0.455,Eldoret,commercial,excellent,8.6
metal,brass,54.07,1.58,0.8307,2,3,0.4117,Mombasa,household,good,322.61
glass,clear_glass,76.92,4.63,0.8759,11,6,0.4371,Nairobi,dump_site,excellent,7.58
textile,clothes,6.09,0.85,0.931,1,1,0.5172,Nairobi,household,excellent,14.69
metal,brass,15.01,2.75,0.6995,7,3,0.2621,Nairobi,household,fair,279.5
plastic,HDPE,53.97,2.06,0.6669,4,6,0.5834,Mombasa,dump_site,fair,18.76
plastic,mixed_plastic,5.07,8.55,0.4507,8,3,0.3023,Nakuru,household,poor,7.21
plastic,PP,46.71,2.03,0.562,2,0,0.235,Nairobi,household,fair,14.68
organic,food_waste,21.47,0.79,0.4849,4,6,0.4359,Nairobi,household,poor,4.38
textile,industrial_textile,26.51,1.04,0.6279,2,4,0.3723,Nairobi,dump_site,fair,6.58
plastic,PP,9.64,1.49,0.6989,4,1,0.6311,Nairobi,commercial,fair,16.52
plastic,mixed_plastic,40.89,2.4,0.8554,5,5,0.6116,Mombasa,household,excellent,11.77
textile,clothes,13.98,2.73,0.5643,11,1,0.4933,Nairobi,industrial,fair,10.45
glass,mixed_glass,12.99,5.45,0.8673,10,2,0.2164,Nairobi,dump_site,excellent,3.89
textile,clothes,30.52,4.07,0.9077,11,1,0.4812,Nairobi,dump_site,excellent,12.73
metal,brass,25.75,1.55,0.6343,3,1,0.6079,Nairobi,household,fair,256.91
metal,brass,16.69,3.54,0.647,6,6,0.1872,Nairobi,household,fair,238.98
rubber,tyres,6.95,1.26,0.9014,1,0,0.6299,Mombasa,household,excellent,24.14
plastic,PVC,14.18,7.86,0.7722,10,1,0.6425,Nakuru,household,good,7.17
metal,tin,5.99,1.66,0.7883,10,0,0.5183,Nairobi,household,good,21.96
plastic,PET,39.11,14.9,0.7278,1,1,0.8563,Nakuru,commercial,good,29.53
plastic,PET,14.92,13.48,0.5011,7,3,0.7398,Nairobi,household,fair,25.76
plastic,PP,14.06,21.32,0.753,9,3,0.3955,Mombasa,household,good,10.1
plastic,mixed_plastic,1.44,0.45,0.8391,5,3,0.3377,Nakuru,industrial,good,11.38
paper,mixed_paper,9.43,3.24,0.8973,8,4,0.6784,Kisumu,household,excellent,9.24
metal,steel,127.94,6.87,0.574,11,6,0.8158,Mombasa,commercial,fair,23.15
plastic,mixed_plastic,4.95,5.22,0.9048,12,3,0.6131,Kisumu,industrial,excellent,11.84
plastic,mixed_plastic,44.21,2.01,0.2713,7,3,0.3038,Nairobi,household,poor,8.59
metal,aluminum,39.46,8.84,0.473,11,5,0.7117,Mombasa,commercial,poor,75.83
e_waste,phones,11.32,0.73,0.7224,2,3,0.3395,Kisumu,household,good,91.82
paper,mixed_paper,37.12,20.91,0.5124,4,4,0.8607,Kisumu,commercial,fair,5.11
organic,garden_waste,12.05,5.37,0.5824,6,4,0.1339,Nakuru,industrial,fair,5.76
metal,tin,15.58,10.84,0.2462,7,3,0.3649,Nairobi,industrial,poor,16.71
paper,cardboard,19.59,1.45,0.6468,7,0,0.635,Nairobi,industrial,fair,18.31
paper,newspaper,78.07,6.17,0.6861,1,4,0.7009,Nairobi,household,fair,9.94
e_waste,batteries,8.31,2.03,0.6812,1,4,0.6481,Mombasa,industrial,fair,60.01
paper,office_paper,5.56,5.3,0.7245,1,0,0.6613,Mombasa,industrial,good,18.48
plastic,PP,25.63,2.94,0.8519,5,0,0.5484,Nairobi,industrial,excellent,19.77
plastic,PET,5.37,2.21,0.5263,6,4,0.6349,Eldoret,dump_site,fair,19.53
plastic,PVC,23.48,5.53,0.9258,8,5,0.5869,Nakuru,industrial,excellent,10.26
plastic,PVC,41.57,0.51,0.528,10,1,0.4024,Nairobi,household,fair,7.54
paper,cardboard,20.87,0.49,0.6655,9,5,0.6561,Mombasa,dump_site,fair,11.69
glass,colored_glass,3.92,7.69,0.9664,6,0,0.5933,Kisumu,household,excellent,5.22
plastic,PET,42.25,0.54,0.5839,8,2,0.4054,Mombasa,industrial,fair,33.21
organic,food_waste,8.3,1.98,0.9135,2,2,0.3888,Nairobi,commercial,excellent,7.96
organic,garden_waste,22.81,18.17,0.8457,4,4,0.3997,Nairobi,dump_site,good,6.16
e_waste,phones,11.74,2.79,0.8608,11,5,0.5637,Nairobi,dump_site,excellent,97.22
plastic,PVC,61.49,1.39,0.5108,12,0,0.4709,Nakuru,dump_site,fair,5.43
plastic,PVC,38.02,1.95,0.5591,7,5,0.6783,Nairobi,commercial,fair,8.4
paper,office_paper,7.44,7.62,0.5851,5,6,0.567,Nairobi,commercial,fair,12.68
plastic,PP,10.87,0.46,0.7164,8,5,0.5287,Kisumu,dump_site,good,14.28
metal,aluminum,14.5,14.5,0.2759,6,0,0.4677,Nakuru,commercial,poor,47.85
plastic,mixed_plastic,0.56,9.97,0.744,10,6,0.5089,Kisumu,commercial,good,10.06
metal,copper,8.06,15.05,0.5261,3,5,0.6798,Nairobi,household,fair,369.92
plastic,HDPE,59.15,0.47,0.6272,8,5,0.7168,Mombasa,commercial,fair,26.56
textile,clothes,7.4,1.2,0.7049,6,2,0.4225,Nakuru,commercial,good,11.65
paper,mixed_paper,33.36,2.49,0.8688,9,1,0.6069,Nairobi,commercial,excellent,9.98
paper,office_paper,6.65,0.61,0.8992,5,5,0.5054,Nairobi,dump_site,excellent,14.97
paper,newspaper,136.42,1.63,0.7731,1,2,0.4238,Eldoret,industrial,good,8.45
metal,steel,5.65,4.49,0.3729,3,5,0.4997,Nairobi,household,poor,18.37
plastic,mixed_plastic,31.42,4.4,0.8034,1,5,0.6824,Nairobi,dump_site,good,12.55
plastic,mixed_plastic,17.98,26.35,0.7461,6,1,0.5214,Kisumu,commercial,good,9.33
e_waste,cables,22.61,4.26,0.9295,3,4,0.3527,Nairobi,dump_site,excellent,78.72
rubber,mixed_rubber,14.0,10.88,0.912,7,1,0.5092,Nairobi,industrial,excellent,15.16
organic,food_waste,25.6,3.32,0.8335,4,0,0.4272,Kisumu,household,good,4.41
e_waste,batteries,45.0,5.45,0.7211,10,1,0.5261,Nairobi,household,good,51.48
textile,industrial_textile,14.67,0.91,0.7255,12,2,0.6975,Nairobi,household,good,8.1
metal,copper,69.08,10.13,0.8035,4,2,0.2244,Nairobi,industrial,good,468.4
e_waste,batteries,48.75,8.76,0.5746,9,2,0.5291,Nairobi,commercial,fair,44.4
metal,steel,63.89,7.14,0.6909,6,6,0.5428,Mombasa,commercial,fair,27.66
plastic,mixed_plastic,20.01,7.96,0.9288,12,2,0.3594,Nakuru,industrial,excellent,10.24
metal,brass,124.22,7.72,0.5431,11,1,0.8519,Kisumu,commercial,fair,203.12
metal,steel,6.55,27.12,0.843,5,4,0.2991,Nairobi,household,good,20.98
plastic,PVC,16.74,17.71,0.5647,12,3,0.4915,Nakuru,industrial,fair,6.18
plastic,HDPE,14.07,2.08,0.8997,12,0,0.7382,Nairobi,household,excellent,30.12
paper,cardboard,8.92,9.68,0.6372,5,4,0.7203,Nakuru,household,fair,10.94
plastic,PVC,24.54,6.53,0.7808,12,3,0.189,Nakuru,household,good,6.76
metal,steel,0.63,4.22,0.644,10,3,0.4094,Nairobi,household,fair,21.56
plastic,mixed_plastic,0.59,1.32,0.716,11,4,0.2484,Nairobi,industrial,good,10.29
plastic,PET,52.95,9.28,0.8941,6,3,0.5308,Nairobi,industrial,excellent,39.93
plastic,PVC,22.72,20.55,0.7027,7,2,0.9087,Nairobi,commercial,good,11.21
paper,newspaper,2.18,2.64,0.6533,5,6,0.4028,Nairobi,household,fair,8.09
glass,mixed_glass,17.36,1.41,0.3736,7,2,0.5707,Kisumu,dump_site,poor,2.65
e_waste,batteries,24.21,7.86,0.4577,3,1,0.5262,Kisumu,commercial,poor,41.88
glass,mixed_glass,16.39,3.97,0.9163,7,5,0.6339,Nairobi,household,excellent,5.76
metal,copper,11.84,15.24,0.8562,3,5,0.663,Kisumu,household,excellent,435.64
paper,cardboard,61.99,12.14,0.551,1,0,0.5049,Nairobi,household,fair,11.32
plastic,mixed_plastic,28.83,5.19,0.4396,11,3,0.4028,Kisumu,household,poor,6.68
e_waste,batteries,3.14,2.87,0.6429,6,3,0.4782,Nairobi,industrial,fair,51.89
organic,food_waste,30.03,1.36,0.4326,5,4,0.3666,Nairobi,household,poor,3.74
metal,aluminum,6.25,4.23,0.6327,6,4,0.4833,Nairobi,industrial,fair,99.56
paper,cardboard,18.68,3.68,0.5921,6,3,0.7789,Mombasa,dump_site,fair,9.45
metal,aluminum,18.41,18.63,0.5145,9,6,0.4262,Nairobi,household,fair,70.83
plastic,HDPE,42.16,6.76,0.7909,2,6,0.4897,Nairobi,industrial,good,33.66
plastic,mixed_plastic,5.16,8.71,0.4076,11,5,0.4048,Nakuru,commercial,poor,6.85
e_waste,phones,2.02,15.13,0.9446,6,5,0.4403,Mombasa,household,excellent,95.17
textile,clothes,47.63,7.79,0.3924,9,4,0.244,Nairobi,industrial,poor,12.47
paper,mixed_paper,16.74,5.59,0.8047,10,6,0.3517,Nairobi,dump_site,good,6.26
e_waste,batteries,79.82,7.4,0.8853,8,5,0.4119,Kisumu,household,excellent,43.56
e_waste,batteries,6.8,3.51,0.6487,9,0,0.3856,Nairobi,household,fair,48.79
metal,copper,23.26,2.54,0.5746,2,4,0.3333,Kisumu,household,fair,412.15
paper,mixed_paper,16.47,10.61,0.6723,12,5,0.31,Nakuru,commercial,fair,7.34
glass,colored_glass,7.56,18.75,0.9221,10,5,0.6218,Nairobi,household,excellent,6.01
paper,office_paper,1.87,0.41,0.7182,1,5,0.5376,Nairobi,commercial,good,16.35
plastic,mixed_plastic,17.91,7.59,0.8006,11,0,0.6461,Nairobi,commercial,good,11.27
paper,office_paper,21.58,7.42,0.7832,9,3,0.315,Kisumu,household,good,11.88
metal,steel,3.71,5.16,0.5709,6,3,0.735,Nairobi,dump_site,fair,20.77
plastic,PP,10.15,1.94,0.8089,6,4,0.7773,Nairobi,commercial,good,16.11
plastic,PVC,14.03,2.9,0.7073,8,0,0.436,Nairobi,commercial,good,10.19
plastic,PET,25.6,2.55,0.5524,12,1,0.6003,Mombasa,commercial,fair,30.24
glass,clear_glass,80.43,3.5,0.9445,9,1,0.3724,Nairobi,dump_site,excellent,9.0
organic,food_waste,35.3,6.86,0.407,4,5,0.5537,Nairobi,household,poor,4.37
textile,industrial_textile,11.73,2.21,0.7025,10,5,0.4811,Mombasa,industrial,good,7.16
paper,newspaper,69.77,1.29,0.7486,7,1,0.4214,Nairobi,industrial,good,10.33
plastic,HDPE,16.75,10.15,0.818,8,3,0.5183,Nairobi,household,good,28.55
plastic,mixed_plastic,26.74,6.63,0.7396,10,1,0.5092,Eldoret,household,good,9.19
metal,copper,42.96,3.12,0.8226,3,4,0.5241,Eldoret,industrial,good,568.62
metal,tin,72.31,5.91,0.8012,1,1,0.5935,Mombasa,household,good,22.32
organic,garden_waste,49.8,12.06,0.579,8,1,0.6192,Nairobi,industrial,fair,9.35
paper,cardboard,28.45,7.02,0.2888,7,5,0.6241,Eldoret,household,poor,8.26
glass,colored_glass,27.4,2.66,0.8535,2,6,0.4066,Nairobi,household,excellent,7.04
rubber,mixed_rubber,4.34,5.62,0.5736,11,0,0.5494,Nakuru,industrial,fair,8.66
glass,clear_glass,1.02,2.67,0.745,8,6,0.6749,Nairobi,household,good,8.63
e_waste,batteries,13.32,10.09,0.8869,9,0,0.6274,Nairobi,household,excellent,59.58
glass,mixed_glass,43.35,2.63,0.6489,8,5,0.6264,Nakuru,dump_site,fair,3.42
plastic,HDPE,35.53,1.2,0.7095,9,0,0.7152,Kisumu,household,good,23.52
organic,garden_waste,17.36,3.72,0.6306,7,3,0.5164,Nairobi,industrial,fair,8.52
paper,office_paper,115.79,0.9,0.4313,10,6,0.3382,Nairobi,commercial,poor,13.67
textile,industrial_textile,22.58,3.39,0.3189,9,5,0.6142,Mombasa,commercial,poor,6.39
plastic,PP,13.78,3.05,0.866,3,6,0.1212,Nakuru,commercial,excellent,14.63
paper,mixed_paper,23.45,7.83,0.6791,3,2,0.4539,Nairobi,commercial,fair,8.44
paper,mixed_paper,27.78,0.63,0.8296,10,1,0.5499,Mombasa,commercial,good,8.83
organic,garden_waste,76.1,9.76,0.2985,9,6,0.7892,Nairobi,industrial,poor,6.36
metal,steel,7.71,20.33,0.5479,2,4,0.3388,Nairobi,commercial,fair,23.87
metal,tin,35.86,4.0,0.5642,7,6,0.7905,Nairobi,household,fair,20.16
plastic,HDPE,0.6,8.74,0.7649,1,4,0.6406,Kisumu,commercial,good,20.53
organic,food_waste,14.49,7.8,0.9079,7,5,0.2189,Nairobi,dump_site,excellent,4.72
metal,aluminum,4.68,1.43,0.3961,10,4,0.3316,Eldoret,commercial,poor,62.39
metal,steel,127.32,26.42,0.686,12,3,0.7944,Nairobi,industrial,fair,26.37
metal,brass,14.56,1.3,0.862,3,3,0.5635,Nairobi,commercial,excellent,377.1
plastic,mixed_plastic,42.47,7.03,0.7444,10,4,0.6385,Eldoret,household,good,9.45
plastic,mixed_plastic,11.36,5.88,0.8086,4,3,0.3388,Nairobi,household,good,11.81
paper,newspaper,28.33,5.88,0.2899,10,2,0.3349,Nairobi,household,poor,6.05
plastic,PET,16.92,1.06,0.7888,11,1,0.5742,Nakuru,commercial,good,24.85
e_waste,phones,22.22,20.37,0.7113,12,6,0.4731,Mombasa,commercial,good,88.87
metal,steel,64.34,14.03,0.7156,12,2,0.842,Mombasa,household,good,25.62
e_waste,mixed_ewaste,72.27,3.43,0.8328,6,5,0.5072,Kisumu,household,good,54.95
metal,steel,85.18,10.44,0.9629,9,3,0.5305,Mombasa,household,excellent,25.47
metal,aluminum,3.38,10.4,0.966,8,3,0.5366,Kisumu,household,excellent,107.52
metal,tin,18.92,12.59,0.7698,7,5,0.6578,Mombasa,household,good,21.71
metal,brass,15.39,2.16,0.3178,12,4,0.2844,Mombasa,commercial,poor,196.72
e_waste,batteries,67.39,16.63,0.482,1,6,0.5176,Nairobi,commercial,poor,40.03
paper,mixed_paper,6.35,6.31,0.9272,6,3,0.295,Nairobi,commercial,excellent,7.86
paper,office_paper,20.75,5.49,0.7467,12,0,0.628,Nairobi,dump_site,good,16.92
glass,colored_glass,53.39,4.37,0.9229,2,4,0.3946,Nairobi,household,excellent,7.16
e_waste,computers,42.15,8.49,0.6783,7,6,0.8335,Nairobi,household,fair,102.0
organic,food_waste,7.43,0.81,0.4995,9,1,0.5306,Nairobi,industrial,poor,5.54
paper,office_paper,30.93,1.3,0.754,8,0,0.7135,Nairobi,household,good,17.49
plastic,HDPE,28.27,3.99,0.6433,4,1,0.5931,Nairobi,household,fair,21.85
plastic,mixed_plastic,31.27,1.1,0.7696,6,3,0.4804,Nairobi,household,good,11.61
e_waste,mixed_ewaste,9.68,4.21,0.6957,6,2,0.5968,Nairobi,household,fair,50.86
metal,aluminum,74.94,0.63,0.6778,7,3,0.2642,Nairobi,industrial,fair,129.17
plastic,PP,3.21,4.32,0.6659,9,3,0.2295,Nairobi,household,fair,16.46
metal,tin,11.05,3.74,0.9223,3,4,0.4757,Nairobi,commercial,excellent,30.5
plastic,HDPE,32.34,11.35,0.5445,9,6,0.8052,Nakuru,commercial,fair,18.84
e_waste,phones,26.25,3.18,0.6781,11,3,0.5878,Nairobi,commercial,fair,110.64
rubber,tyres,28.53,4.18,0.9377,8,3,0.5976,Nakuru,commercial,excellent,22.02
glass,clear_glass,45.28,0.84,0.8218,4,4,0.424,Nakuru,industrial,good,8.13
rubber,mixed_rubber,23.03,23.61,0.5867,6,4,0.4823,Kisumu,household,fair,6.78
plastic,PVC,15.53,10.8,0.8377,9,5,0.4704,Nairobi,household,good,10.33
glass,mixed_glass,17.7,5.9,0.6878,11,3,0.4084,Eldoret,dump_site,fair,2.48
metal,aluminum,28.19,1.49,0.8756,3,6,0.2851,Nairobi,household,excellent,115.06
plastic,PET,10.84,1.16,0.8461,5,1,0.4379,Nairobi,industrial,good,36.14
rubber,mixed_rubber,50.71,6.03,0.7725,3,4,0.6756,Mombasa,household,good,12.58
metal,steel,1.93,1.36,0.5358,9,1,0.3933,Mombasa,commercial,fair,25.1
glass,clear_glass,22.47,1.13,0.6978,11,4,0.3838,Kisumu,commercial,fair,6.99
glass,mixed_glass,20.01,1.41,0.2894,9,2,0.4858,Nakuru,household,poor,2.59
organic,food_waste,31.91,2.41,0.8275,7,5,0.5328,Nairobi,household,good,6.66
plastic,HDPE,18.22,8.94,0.7233,3,1,0.5964,Nairobi,dump_site,good,23.61
metal,brass,27.97,25.06,0.8276,7,2,0.8552,Nakuru,household,good,255.61
organic,food_waste,58.98,1.11,0.792,7,5,0.3272,Nairobi,commercial,good,7.3
plastic,HDPE,10.63,11.54,0.4653,12,1,0.4185,Nairobi,dump_site,poor,14.03
e_waste,batteries,78.21,3.65,0.6482,1,1,0.8112,Nairobi,dump_site,fair,55.93
metal,brass,30.65,1.18,0.9813,8,5,0.6763,Nairobi,industrial,excellent,526.06
plastic,HDPE,60.77,4.09,0.8035,7,2,0.6526,Nairobi,industrial,good,34.53
metal,steel,29.38,13.41,0.8165,9,0,0.4167,Nairobi,household,good,29.12
paper,cardboard,30.15,3.76,0.2542,8,0,0.4765,Nairobi,household,poor,10.86
plastic,HDPE,25.59,2.15,0.617,4,1,0.5943,Kisumu,commercial,fair,18.87
paper,office_paper,9.84,17.1,0.4944,7,0,0.4553,Nairobi,commercial,poor,13.94
e_waste,phones,9.41,16.04,0.6582,5,2,0.2149,Nairobi,industrial,fair,95.46
organic,food_waste,29.54,6.42,0.7633,3,3,0.3777,Kisumu,dump_site,good,4.1
metal,steel,67.36,1.5,0.5362,8,5,0.8076,Eldoret,dump_site,fair,18.3
metal,copper,71.06,0.8,0.6734,10,1,0.6134,Nairobi,household,fair,430.55
organic,garden_waste,3.09,2.11,0.775,2,6,0.7102,Eldoret,household,good,6.14
plastic,PET,17.32,0.98,0.4358,9,1,0.1805,Nairobi,dump_site,poor,22.38
metal,copper,36.28,18.13,0.7703,3,6,0.5293,Nairobi,industrial,good,673.35
metal,steel,1.17,0.33,0.6706,9,3,0.5441,Nairobi,household,fair,28.79
paper,newspaper,18.97,3.36,0.937,5,0,0.3938,Mombasa,commercial,excellent,9.36
metal,steel,42.38,4.66,0.8524,7,0,0.2602,Mombasa,household,excellent,27.86
metal,brass,3.5,4.85,0.6793,7,3,0.2867,Mombasa,commercial,fair,277.46
paper,newspaper,24.25,6.6,0.744,4,0,0.3019,Nairobi,household,good,7.12
e_waste,computers,26.13,3.15,0.8737,8,2,0.3367,Kisumu,industrial,excellent,105.4
plastic,PET,0.54,16.71,0.9767,7,3,0.474,Nairobi,dump_site,excellent,26.8
paper,mixed_paper,146.22,13.38,0.532,8,5,0.7128,Nakuru,household,fair,7.27
paper,mixed_paper,17.79,8.39,0.4831,3,5,0.716,Kisumu,household,poor,6.71
e_waste,cables,14.0,7.79,0.6596,12,3,0.3455,Mombasa,household,fair,55.3
plastic,PP,46.54,0.99,0.5267,7,4,0.7112,Nairobi,industrial,fair,21.34
metal,aluminum,4.2,2.38,0.8848,6,3,0.302,Nairobi,commercial,excellent,103.14
metal,steel,1.12,6.08,0.3276,4,0,0.3383,Nairobi,industrial,poor,19.66
paper,office_paper,3.45,8.71,0.4596,1,1,0.4971,Nairobi,commercial,poor,12.1
metal,copper,6.2,7.43,0.8379,11,6,0.5591,Nairobi,industrial,good,578.64
paper,cardboard,5.07,8.51,0.7488,4,4,0.4608,Nairobi,dump_site,good,11.25
organic,garden_waste,33.53,6.62,0.6279,2,1,0.6558,Nairobi,household,fair,7.77
rubber,mixed_rubber,56.78,2.72,0.4472,5,4,0.831,Eldoret,household,poor,8.25
e_waste,computers,30.88,9.52,0.9107,2,4,0.5579,Eldoret,commercial,excellent,99.73
plastic,PET,1.47,3.4,0.7747,9,0,0.549,Nairobi,household,good,37.05
paper,mixed_paper,25.75,2.88,0.4468,6,6,0.4502,Nairobi,commercial,poor,7.67
